t,V,θ,Eq,Ed,ψ1d,ψ2q,δ,ω,Id,Iq,Pg,Qg,dEq,dEd,dψ1d,dψ2q,dδ,dω,Efd,Vt,Vr,Vf,dEfd,dVt,dVr,dVf,Pm,Pv,Tm,dPm,dPv
0.0,1.0475000143049038,-0.05818915805969835,1.0901654063966733,0.04110524885983304,1.0583236128852307,-0.1222340305222724,0.08480549069639547,1.0,0.17211780054716472,0.2163434177660782,2.4999999999961124,1.4615817812693186,-3.7340340422570015e-14,-1.5570321919471456e-14,-2.741145408567573e-12,4.234223293949418e-12,-1.8180824967739654e-14,4.6286565263104736e-14,1.20892668836332,1.0475000143051147,-0.05863294438562103,0.0,-1.6110703182574175e-13,-1.3993630313954599e-11,6.592596156615499e-12,-6.025113840124217e-15,0.24999999999999994,0.24999999999999994,0.2500000000000001,5.755537442226823e-16,1.8203112822694135e-15
0.001,1.0475000143049096,-0.05818915805970248,1.0901654063966733,0.04110524885983303,1.058323612885228,-0.12223403052226814,0.08480549069639547,1.0,0.1721178005471516,0.21634341776609553,2.499999999996298,1.4615817812691443,-3.52476174408096e-14,-1.3678510204004586e-14,-2.773058275290925e-12,4.264944308173969e-12,-7.136776476715917e-16,4.406721338498502e-14,1.20892668836332,1.047500014305096,-0.05863294438561951,2.416087630978215e-19,6.046259296522952e-15,-1.8660859811713923e-11,1.5214003633641591e-12,2.416087630978211e-16,0.24999999999999994,0.24999999999999994,0.24999999999999994,2.4049657951594103e-17,9.223023721489805e-17
0.002,1.0475000143049071,-0.05818915805969879,1.0901654063966733,0.041105248859833014,1.0583236128852254,-0.12223403052226393,0.08480549069639547,1.0,0.17211780054715559,0.21634341776609006,2.4999999999962363,1.4615817812691998,-3.5720583773688227e-14,-1.454899064572635e-14,-2.73686062671706e-12,4.2047469112058296e-12,2.0948367985008915e-16,4.479289018866737e-14,1.20892668836332,1.047500014305079,-0.05863294438561661,9.480668892452153e-19,1.7685154825915974e-14,-1.7184604849180134e-11,2.9040031004185052e-12,7.064581261473937e-16,0.24999999999999994,0.24999999999999994,0.24999999999999994,-7.4880529650724e-18,-2.878504158968469e-17
0.004,1.0475000143049056,-0.058189158059694344,1.0901654063966733,0.04110524885983299,1.0583236128852198,-0.12223403052225565,0.08480549069639547,1.0,0.1721178005471575,0.2163434177660868,2.499999999996197,1.4615817812692289,-3.681772876214655e-14,-1.6390372253792096e-14,-2.6547807073965458e-12,4.098029877200247e-12,3.4849524056922123e-16,4.6510038069859434e-14,1.20892668836332,1.0475000143050477,-0.058632944385607816,4.057931596646692e-18,5.2480384497102335e-14,-1.4424236977268247e-11,5.483001067441837e-12,2.0953818082398034e-15,0.24999999999999994,0.24999999999999994,0.24999999999999986,-1.2644897126642056e-17,-4.4024723139106126e-17
0.008,1.0475000143048931,-0.05818915805967752,1.090165406396673,0.0411052488598329,1.05832361288521,-0.12223403052224019,0.08480549069639581,1.0000000000000002,0.1721178005471797,0.21634341776605875,2.4999999999958833,1.461581781269529,-3.848506215000017e-14,-1.9479726358818963e-14,-2.522886607179397e-12,3.864877572146343e-12,8.742329113855784e-14,4.899368280491939e-14,1.208926688363321,1.0475000143050037,-0.05863294438557397,3.406317449979509e-17,1.883843475071724e-13,-1.1056137841360601e-11,8.4626391180157e-12,7.5013107257871e-15,0.24999999999999994,0.24999999999999992,0.24999999999999986,-2.7225565862914845e-15,-9.315724366370897e-15
0.016,1.0475000143048785,-0.05818915805965394,1.0901654063966728,0.04110524885983271,1.058323612885192,-0.1222340305222132,0.08480549069639788,1.0000000000000007,0.1721178005472018,0.21634341776603308,2.4999999999955844,1.46158178126983,-4.1158635373161296e-14,-2.4720667719307693e-14,-2.2482525517136118e-12,3.3738843880779313e-12,2.5905098188736907e-13,5.254818500970784e-14,1.2089266883633252,1.0475000143049482,-0.05863294438548169,2.110451313174894e-16,5.583447433382319e-13,-6.9549176780566265e-12,1.1534436313569287e-11,2.212274460221179e-14,0.24999999999999986,0.2499999999999997,0.2499999999999997,-7.98139197006556e-15,-2.7273425473890716e-14
0.026000000000000002,1.047500014304864,-0.0581891580596285,1.0901654063966724,0.041105248859832404,1.0583236128851723,-0.12223403052218468,0.08480549069640195,1.000000000000001,0.17211780054722184,0.21634341776601243,2.499999999995334,1.4615817812701015,-4.3197127414236454e-14,-2.951357338054689e-14,-1.971187651296236e-12,2.85164471573064e-12,4.0666786880599575e-13,5.532126922322734e-14,1.2089266883633354,1.0475000143049054,-0.058632944385352,6.119417251908127e-16,1.0160271613904277e-12,-4.258887092577377e-12,1.2969379687824369e-11,4.008965938733232e-14,0.24999999999999975,0.24999999999999928,0.24999999999999947,-1.2377061961290118e-14,-4.221576489172857e-14
0.036000000000000004,1.0475000143048532,-0.058189158059605214,1.090165406396672,0.041105248859832064,1.0583236128851554,-0.12223403052216116,0.08480549069640765,1.0000000000000016,0.172117800547233,0.21634341776599625,2.4999999999951314,1.4615817812702705,-4.423859244134208e-14,-3.3810456974044245e-14,-1.6817786202051362e-12,2.3525965003849095e-12,5.707811040700551e-13,5.766900108347945e-14,1.2089266883633507,1.047500014304879,-0.05863294438522177,1.21569571678839e-15,1.5374813870062007e-12,-2.643361444437739e-12,1.3022567666680748e-11,6.037539915975776e-14,0.2499999999999996,0.2499999999999987,0.24999999999999922,-1.7186892404691272e-14,-5.852107815415368e-14
0.046000000000000006,1.047500014304844,-0.05818915805958263,1.0901654063966715,0.04110524885983169,1.058323612885141,-0.1222340305221419,0.08480549069641649,1.0000000000000024,0.17211780054724365,0.21634341776598529,2.4999999999949916,1.461581781270419,-4.441990512197369e-14,-3.7251373688321603e-14,-1.4336975513514476e-12,1.924915891996637e-12,8.849461415268485e-13,5.939884622496344e-14,1.2089266883633711,1.0475000143048614,-0.05863294438509805,2.0132453642391422e-15,2.0413040705983273e-12,-1.7633507026997719e-12,1.2372969421202108e-11,7.975496474507522e-14,0.24999999999999936,0.2499999999999978,0.24999999999999872,-2.6493895888828668e-14,-9.013748785015657e-14
0.05600000000000001,1.0475000143048363,-0.058189158059559834,1.090165406396671,0.04110524885983129,1.058323612885128,-0.1222340305221252,0.08480549069642714,1.000000000000003,0.1721178005472532,0.21634341776597507,2.4999999999948637,1.4615817812705527,-4.38498355845561e-14,-4.0340905311047006e-14,-1.203285245147846e-12,1.543195052700797e-12,1.153167435009347e-12,6.101107280763252e-14,1.2089266883633951,1.0475000143048478,-0.05863294438498106,2.9406775055329216e-15,2.5540112513463534e-12,-1.1773317450285064e-12,1.1361817080467143e-11,9.923733882152926e-14,0.24999999999999903,0.24999999999999675,0.24999999999999822,-3.41176162335756e-14,-1.1590855137565945e-13
