t,V,θ,Eq,Ed,ψ1d,ψ2q,δ,ω,Id,Iq,Pg,Qg,dEq,dEd,dψ1d,dψ2q,dδ,dω,Efd,Vt,Vr,Vf,dEfd,dVt,dVr,dVf,Pm,Pv,Tm,dPm,dPv
0.0,1.012300014495616,0.05541408745238163,1.0198689173327882,0.5302088480765071,0.8352506468482065,-0.6610092654064956,0.8524328382382895,1.0,0.7889669751180193,0.3892869610343868,5.079999999997204,1.657636473446945,-6.972830517049293e-14,-8.877130636966984e-13,-1.7747398269658693e-12,6.830739624404243e-12,-5.702735490916375e-14,5.378949670831044e-14,2.2932616093413776,1.0123000144958496,2.2932616093413776,0.0,-2.9924993283035817e-13,-1.5917888848154986e-11,1.665606688307566e-10,-7.321422196442165e-15,0.8466666666666668,0.8466666666666668,0.8466666666666671,1.6946095056962039e-15,5.578150923532757e-15
0.001,1.0123000144956291,0.05541408745237256,1.0198689173327882,0.5302088480765064,0.8352506468482045,-0.6610092654064889,0.8524328382382894,1.0,0.7889669751180359,0.38928696103444194,5.079999999997602,1.657636473446722,-5.821489400655716e-14,-7.305597862098717e-13,-1.946784765958664e-12,6.718848084410755e-12,-2.7681487864803843e-15,4.6120490877173123e-14,2.2932616093413776,1.0123000144958294,2.2932616093414158,1.460397932729561e-18,4.872861102207638e-14,-2.0034101313327298e-11,3.817106938446349e-11,1.46039793272956e-15,0.8466666666666668,0.8466666666666668,0.8466666666666668,9.046813638450296e-17,3.1728197115025933e-16
0.002,1.0123000144956236,0.05541408745237889,1.0198689173327882,0.5302088480765056,0.8352506468482026,-0.6610092654064821,0.8524328382382895,1.0,0.7889669751180292,0.3892869610344289,5.0799999999974785,1.6576364734467737,-5.879375873155244e-14,-7.786824473866721e-13,-1.8743520096960984e-12,6.6758877768229236e-12,8.25977774735751e-16,4.8481469057322426e-14,2.2932616093413776,1.012300014495811,2.2932616093414877,5.654160723264966e-18,1.3998056504195568e-13,-1.8735028469315435e-11,7.170343319698327e-11,4.193762790535405e-15,0.8466666666666668,0.8466666666666668,0.8466666666666668,-2.9395924738731784e-17,-9.361732860645854e-17
0.004,1.0123000144956205,0.05541408745238489,1.019868917332788,0.5302088480765039,0.8352506468481989,-0.661009265406469,0.8524328382382895,1.0,0.7889669751180267,0.3892869610344314,5.079999999997459,1.6576364734467643,-5.939723082474341e-14,-8.772539051406837e-13,-1.7403283532319219e-12,6.5951252759966925e-12,1.0342078028838572e-15,5.33418237721042e-14,2.2932616093413785,1.0123000144957763,2.2932616093417018,2.3890663106385948e-17,4.0954810538256145e-13,-1.6273682202812956e-11,1.3329104302829966e-10,1.2263836606524495e-14,0.8466666666666668,0.8466666666666668,0.8466666666666667,-3.9827399993406723e-17,-1.204408739841202e-16
0.008,1.0123000144955943,0.0554140874524127,1.0198689173327877,0.5302088480764998,0.8352506468481928,-0.6610092654064437,0.8524328382382899,1.0000000000000002,0.7889669751179955,0.3892869610343668,5.0799999999968675,1.657636473447022,-5.954224313139092e-14,-1.0331822109004966e-12,-1.5335082506187624e-12,6.334921762769955e-12,9.610409752335918e-14,6.026182119224319e-14,2.293261609341384,1.0123000144957244,2.293261609342481,1.9090929017394926e-16,1.3981855352354933e-12,-1.2998235038083647e-11,1.9489710451766953e-10,4.175465676689083e-14,0.8466666666666668,0.8466666666666668,0.8466666666666666,-2.9886145692795414e-15,-1.0229668901078397e-14
0.016,1.0123000144955656,0.05541408745244803,1.0198689173327873,0.5302088480764897,0.8352506468481834,-0.6610092654063983,0.8524328382382921,1.0000000000000007,0.7889669751179613,0.3892869610343296,5.079999999996362,1.6576364734471605,-5.564888119666847e-14,-1.2697176908247796e-12,-1.1897019369636794e-12,5.6845061950153565e-12,2.7771742823758707e-13,7.000560924410845e-14,2.293261609341414,1.0123000144956538,2.2932616093443903,1.0920133455519746e-15,3.791000675593506e-12,-8.828995898222986e-12,2.38628543253063e-10,1.1263800692225318e-13,0.8466666666666668,0.8466666666666666,0.8466666666666661,-8.555051192290013e-15,-2.9237199670366995e-14
0.026000000000000002,1.0123000144955383,0.05541408745248587,1.0198689173327866,0.5302088480764752,0.8352506468481744,-0.6610092654063489,0.8524328382382977,1.0000000000000016,0.7889669751179289,0.3892869610343138,5.079999999995963,1.6576364734472095,-4.6821839587350647e-14,-1.4583171988556374e-12,-8.982533923430638e-13,4.935029107659827e-12,5.707218356881635e-13,7.714358233113555e-14,2.293261609341478,1.0123000144955954,2.2932616093467773,2.9922972274811362e-15,6.424691710561042e-12,-5.842331381391142e-12,2.38716741426165e-10,1.9002838819291616e-13,0.8466666666666665,0.8466666666666659,0.846666666666665,-1.7369469369165955e-14,-5.932883308711797e-14
0.036000000000000004,1.0123000144955165,0.055414087452519245,1.0198689173327866,0.5302088480764593,0.8352506468481679,-0.6610092654063069,0.8524328382383058,1.0000000000000022,0.7889669751179048,0.3892869610343133,5.079999999995706,1.6576364734472013,-3.207982696005964e-14,-1.5925677603600125e-12,-6.526159191644494e-13,4.182120305224138e-12,8.202559991764799e-13,8.215155348455902e-14,2.2932616093415685,1.0123000144955554,2.2932616093488636,5.643162509787496e-15,9.011244267250508e-12,-3.993825462033436e-12,2.086712232421128e-10,2.65086528230636e-13,0.8466666666666661,0.8466666666666652,0.8466666666666642,-2.4738157856597915e-14,-8.437462769694003e-14
0.046000000000000006,1.0123000144954997,0.055414087452551344,1.0198689173327866,0.5302088480764426,0.8352506468481631,-0.6610092654062714,0.8524328382383181,1.0000000000000033,0.7889669751178885,0.3892869610343225,5.0799999999955565,1.6576364734471662,-1.3042428838200452e-14,-1.6704500201007104e-12,-4.741756027949657e-13,3.544084848529599e-12,1.2142996337688871e-12,8.520855664560513e-14,2.29326160934168,1.0123000144955272,2.2932616093505835,8.896889031124231e-15,1.1127027749065596e-11,-2.8223937916204417e-12,1.7192874939993752e-10,3.253726521336736e-13,0.8466666666666659,0.8466666666666638,0.846666666666663,-3.632147974892134e-14,-1.2360964999158538e-13
0.05600000000000001,1.012300014495485,0.05541408745258342,1.0198689173327864,0.5302088480764257,0.8352506468481593,-0.6610092654062398,0.8524328382383325,1.0000000000000042,0.7889669751178736,0.38928696103433474,5.07999999999544,1.6576364734471152,1.1751663122806203e-14,-1.7129441233287223e-12,-3.230898231789105e-13,2.9661120430962684e-12,1.5650093287570297e-12,8.751240543599504e-14,2.293261609341804,1.0123000144955046,2.2932616093520477,1.2489319527341288e-14,1.2952413110511021e-11,-2.0028175561558142e-12,1.3371204828331354e-10,3.761782483657216e-13,0.8466666666666655,0.8466666666666625,0.8466666666666619,-4.629427750806327e-14,-1.5724951531816134e-13
