t,V,θ,Eq,Ed,ψ1d,ψ2q,δ,ω,Id,Iq,Pg,Qg,dEq,dEd,dψ1d,dψ2q,dδ,dω,Efd,Vt,Vr,Vf,dEfd,dVt,dVr,dVf,Pm,Pv,Tm,dPm,dPv
0.0,1.0264999866481053,0.13627054238327602,0.9513701754344969,0.6151173367807757,0.7634129574986096,-0.7366271968328724,1.1329455868866298,1.0,0.69101920175946,0.420449324703165,8.29999999999567,0.2284162382775517,-1.0172476140310539e-13,-3.6541442861816866e-13,-2.4554168161812193e-12,6.530498565744494e-12,-4.475223107798022e-14,6.278895097903286e-14,2.012775637374433,1.0264999866485596,2.5313938619784633,0.0,4.921377401812945e-15,-2.967302424414053e-11,3.218100590167756e-10,1.6493896288805328e-15,0.83,0.83,0.8300000000000003,1.3524704197417273e-15,4.4196496646794645e-15
0.001,1.0264999866481113,0.13627054238327393,0.9513701754344968,0.6151173367807754,0.7634129574986069,-0.7366271968328655,1.1329455868866298,1.0,0.6910192017594756,0.4204493247031742,8.299999999995904,0.22841623827749136,-9.06415632612604e-14,-3.4355958714156373e-13,-2.6613316107933524e-12,6.865460238667172e-12,-1.1808641622252789e-15,5.93303483819616e-14,2.012775637374433,1.0264999866485187,2.531393861978541,1.66020895528183e-18,5.5395638807903754e-14,-4.0756970872534304e-11,7.769454951414013e-11,1.6602089552818298e-15,0.83,0.83,0.83,1.026186462989663e-16,3.684910260850715e-16
0.002,1.0264999866481086,0.1362705423832771,0.9513701754344966,0.6151173367807751,0.7634129574986044,-0.7366271968328587,1.1329455868866298,1.0,0.6910192017594698,0.4204493247031724,8.299999999995823,0.22841623827750096,-9.090705909863189e-14,-3.518568878043158e-13,-2.5796367337683054e-12,6.700416257500909e-12,3.909803182375414e-16,6.053745997154271e-14,2.012775637374433,1.0264999866484814,2.531393861978686,6.424065200614195e-18,1.5900934368443268e-13,-3.7266475590078006e-11,1.4520188554923288e-10,4.763856245332365e-15,0.83,0.83,0.83,4.5454651662282626e-17,1.7414882574247243e-16
0.004,1.026499986648106,0.1362705423832828,0.9513701754344964,0.6151173367807744,0.7634129574985995,-0.7366271968328457,1.1329455868866298,1.0000000000000002,0.6910192017594673,0.4204493247031698,8.29999999999576,0.2284162382775313,-9.102050187334146e-14,-3.698227700720053e-13,-2.4161099955873112e-12,6.386092119612107e-12,7.232110420013238e-14,6.336421552235984e-14,2.012775637374434,1.0264999866484141,2.531393861979114,2.7019735689734367e-17,4.622109063079152e-13,-3.084591255648384e-11,2.65105715235148e-10,1.384073656668658e-14,0.83,0.83,0.8299999999999995,-2.177400634325773e-15,-7.44525542665312e-15
0.008,1.0264999866480922,0.13627054238329778,0.9513701754344961,0.6151173367807727,0.7634129574985907,-0.7366271968328224,1.1329455868866305,1.0000000000000004,0.6910192017594375,0.42044932470315727,8.299999999995324,0.22841623827761395,-9.03218877938282e-14,-3.9817587650367967e-13,-2.1438993364171646e-12,5.852731732746781e-12,1.7464829877958356e-13,6.772948036904377e-14,2.01277563737444,1.0264999866483222,2.531393861980586,2.0720043778967144e-16,1.5084125320924648e-12,-2.3003943043364462e-11,3.6796401709385034e-10,4.504517552498427e-14,0.83,0.83,0.8299999999999996,-5.340162526661041e-15,-1.831537759138792e-14
0.016,1.0264999866480753,0.1362705423833205,0.9513701754344953,0.6151173367807692,0.7634129574985772,-0.736627196832783,1.1329455868866332,1.0000000000000009,0.6910192017594061,0.42044932470314594,8.299999999994846,0.2284162382776983,-8.473465908314753e-14,-4.4480092673897403e-13,-1.7148848840422282e-12,4.922759997087723e-12,3.529337766238388e-13,7.46573879031844e-14,2.012775637374471,1.0264999866482125,2.531393861983932,1.1254336676977855e-15,3.863486246873735e-12,-1.3730135042452408e-11,4.1828316830865955e-10,1.1477915373851427e-13,0.83,0.8299999999999996,0.8299999999999991,-1.0778457580532591e-14,-3.6782460064583784e-14
0.026000000000000002,1.0264999866480573,0.1362705423833465,0.9513701754344946,0.6151173367807643,0.7634129574985637,-0.7366271968327424,1.1329455868866398,1.0000000000000018,0.6910192017593779,0.420449324703135,8.299999999994395,0.22841623827779117,-7.466344066969178e-14,-4.864879129801919e-13,-1.341605796242043e-12,4.071584163236654e-12,6.500625657631601e-13,8.065988886257043e-14,2.0127756373745345,1.026499986648134,2.531393861987836,2.987825571768754e-15,6.298552117082854e-12,-7.859278551370853e-12,3.904123294191344e-10,1.8623919040709684e-13,0.8299999999999996,0.8299999999999988,0.8299999999999982,-1.9669665734464298e-14,-6.710298238952249e-14
0.036000000000000004,1.0264999866480455,0.1362705423833708,0.951370175434494,0.6151173367807591,0.7634129574985534,-0.7366271968327094,1.1329455868866503,1.0000000000000029,0.6910192017593556,0.42044932470313434,8.2999999999941,0.2284162382777876,-5.861170284029852e-14,-5.193083522101068e-13,-1.0231462429479371e-12,3.284157665727987e-12,1.050531025076877e-12,8.508290106042939e-14,2.0127756373746197,1.026499986648089,2.5313938619909955,5.492270866309793e-15,8.519046897816393e-12,-4.491841917780005e-12,3.1596801014479137e-10,2.504445294541039e-13,0.8299999999999993,0.8299999999999977,0.8299999999999967,-3.1543234266450275e-14,-1.0750345332477839e-13
0.046000000000000006,1.0264999866480338,0.13627054238339642,0.9513701754344938,0.6151173367807536,0.7634129574985457,-0.7366271968326826,1.132945586886664,1.0000000000000038,0.6910192017593407,0.42044932470313096,8.299999999993853,0.22841623827782778,-3.8796609592358715e-14,-5.441565273451039e-13,-7.823935484528282e-13,2.677742125532769e-12,1.38991680231449e-12,8.854287524504598e-14,2.012775637374722,1.026499986648061,2.531393861993411,8.470607550194589e-15,1.0196354223210321e-11,-2.798606254563198e-12,2.4153065051289374e-10,2.978336683884797e-13,0.8299999999999988,0.8299999999999963,0.8299999999999957,-4.134302367234181e-14,-1.4061726432917812e-13
0.05600000000000001,1.0264999866480238,0.13627054238342276,0.9513701754344936,0.6151173367807481,0.7634129574985393,-0.7366271968326594,1.1329455868866805,1.0000000000000047,0.6910192017593284,0.4204493247031296,8.299999999993657,0.2284162382778497,-1.4144766007393157e-14,-5.646225282759326e-13,-5.776597663914734e-13,2.1498386038780324e-12,1.7392056080087895e-12,9.147460767893937e-14,2.0127756373748333,1.0264999866480407,2.531393861995371,1.1696085434511034e-14,1.1550249025527092e-11,-1.6733632592363257e-12,1.7326541702930357e-10,3.3490484845322687e-13,0.8299999999999983,0.8299999999999946,0.8299999999999945,-5.1153001206432464e-14,-1.73607425997955e-13
